orig_path,resized_path,datetime_iso,label,in_core_window,in_extended_window,event_ids,resize_mode,orig_w,orig_h,out_size,w_new,h_new,scale,scale_x,scale_y,pad_x,pad_y,status,status_msg
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171115_1845.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171115_1845.png,2017-11-15T18:45,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171116_0220.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171116_0220.png,2017-11-16T02:20,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171116_1245.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171116_1245.png,2017-11-16T12:45,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171119_1955.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171119_1955.png,2017-11-19T19:55,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171116_1925.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171116_1925.png,2017-11-16T19:25,1,1,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171116_0205.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171116_0205.png,2017-11-16T02:05,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171119_0545.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171119_0545.png,2017-11-19T05:45,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171117_1320.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171117_1320.png,2017-11-17T13:20,1,1,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171116_0445.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171116_0445.png,2017-11-16T04:45,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171119_2355.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171119_2355.png,2017-11-19T23:55,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171119_1330.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171119_1330.png,2017-11-19T13:30,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171119_1800.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171119_1800.png,2017-11-19T18:00,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171119_1820.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171119_1820.png,2017-11-19T18:20,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171119_1035.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171119_1035.png,2017-11-19T10:35,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171117_0600.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171117_0600.png,2017-11-17T06:00,1,1,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171116_0550.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171116_0550.png,2017-11-16T05:50,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171116_1200.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171116_1200.png,2017-11-16T12:00,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171115_1940.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171115_1940.png,2017-11-15T19:40,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171118_0650.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171118_0650.png,2017-11-18T06:50,1,1,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171116_0320.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171116_0320.png,2017-11-16T03:20,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171116_0920.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171116_0920.png,2017-11-16T09:20,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171118_2235.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171118_2235.png,2017-11-18T22:35,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171116_0925.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171116_0925.png,2017-11-16T09:25,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171118_1245.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171118_1245.png,2017-11-18T12:45,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171116_0020.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171116_0020.png,2017-11-16T00:20,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171115_1825.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171115_1825.png,2017-11-15T18:25,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171115_1730.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171115_1730.png,2017-11-15T17:30,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171119_1400.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171119_1400.png,2017-11-19T14:00,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171119_0305.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171119_0305.png,2017-11-19T03:05,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171117_1655.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171117_1655.png,2017-11-17T16:55,1,1,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171115_1455.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171115_1455.png,2017-11-15T14:55,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171116_0400.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171116_0400.png,2017-11-16T04:00,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171116_0450.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171116_0450.png,2017-11-16T04:50,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171115_1305.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171115_1305.png,2017-11-15T13:05,0,0,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
/media/fenrir/disk1/danieleda/download_EUMETSAT_data/from_gcloud/2017/11/airmass_rgb_20171118_0930.png,/media/fenrir/disk1/danieleda/resized-stretched/airmass_rgb_20171118_0930.png,2017-11-18T09:30,1,1,1,7001575,stretch,1290,420,224,224,224,0.17364341085271318,0.17364341085271318,0.5333333333333333,0.0,0.0,exists,already exists
